  0.042427   -0.00061035 
  0.042780            -0 
  0.043134            -0 
  0.043487            -0 
  0.043841            -0 
  0.044194            -0 
  0.044548   -0.00061035 
  0.044901            -0 
  0.045255            -0 
  0.045609            -0 
  0.045962            -0 
  0.046316            -0 
  0.046669            -0 
  0.047023            -0 
  0.047376            -0 
  0.047730            -0 
  0.048083            -0 
  0.048437   -0.00061035 
  0.048791   -0.00061035 
  0.049144            -0 
  0.049498            -0 
  0.049851            -0 
  0.050205   -0.00061035 
  0.050558   -0.00061035 
  0.050912   -0.00061035 
  0.051265            -0 
  0.051619   -0.00061035 
  0.051973            -0 
  0.052326            -0 
  0.052680            -0 
  0.053033            -0 
  0.053387    0.00061035 
  0.053740            -0 
  0.054094     0.0012207 
  0.054447            -0 
  0.054801     0.0018311 
  0.055155     0.0024414 
  0.055508     0.0048828 
  0.055862     0.0030518 
  0.056215     0.0030518 
  0.056569    0.00061035 
  0.056922     0.0012207 
  0.057276            -0 
  0.057629    0.00061035 
  0.057983            -0 
  0.058337            -0 
  0.058690            -0 
  0.059044            -0 
  0.059397            -0 
  0.059751            -0 
  0.060104   -0.00061035 
  0.060458            -0 
  0.060811            -0 
  0.061165   -0.00061035 
  0.061519            -0 
  0.061872            -0 
  0.062226            -0 
  0.062579   -0.00061035 
  0.062933            -0 
  0.063286            -0 
  0.063640   -0.00061035 
  0.063993   -0.00061035 
  0.064347            -0 
  0.064701   -0.00061035 
  0.065054   -0.00061035 
  0.065408            -0 
  0.065761   -0.00061035 
  0.066115   -0.00061035 
  0.066468            -0 
  0.066822            -0 
  0.067175            -0 
  0.067529    -0.0012207 
  0.067883   -0.00061035 
  0.068236            -0 
  0.068590            -0 
  0.068943            -0 
  0.069297            -0 
  0.069650    -0.0012207 
  0.070004            -0 
  0.070357            -0 
  0.070711            -0 
  0.071065            -0 
  0.071418            -0 
  0.071772            -0 
  0.072125            -0 
  0.072479            -0 
  0.072832            -0 
  0.073186   -0.00061035 
  0.073539            -0 
  0.073893   -0.00061035 
  0.074247            -0 
  0.074600            -0 
  0.074954            -0 
  0.075307            -0 
  0.075661            -0 
  0.076014            -0 
  0.076368            -0 
  0.076721   -0.00061035 
  0.077075   -0.00061035 
  0.077429            -0 
  0.077782   -0.00061035 
  0.078136            -0 
  0.078489            -0 
  0.078843            -0 
  0.079196            -0 
  0.079550            -0 
  0.079903   -0.00061035 
  0.080257            -0 
  0.080611            -0 
  0.080964   -0.00061035 
  0.081318   -0.00061035 
  0.081671            -0 
  0.082025            -0 
  0.082378            -0 
  0.082732            -0 
  0.083085            -0 
  0.083439            -0 
  0.083793            -0 
  0.084146   -0.00061035 
  0.084500   -0.00061035 
  0.084853   -0.00061035 
  0.085207            -0 
  0.085560    -0.0012207 
  0.085914            -0 
  0.086267   -0.00061035 
  0.086621            -0 
  0.086975            -0 
  0.087328   -0.00061035 
  0.087682            -0 
  0.088035            -0 
  0.088389   -0.00061035 
  0.088742            -0 
  0.089096   -0.00061035 
  0.089449   -0.00061035 
  0.089803    -0.0012207 
  0.090157            -0 
  0.090510   -0.00061035 
  0.090864            -0 
  0.091217    -0.0012207 
  0.091571   -0.00061035 
  0.091924   -0.00061035 
  0.092278    -0.0012207 
  0.092631   -0.00061035 
  0.092985            -0 
  0.093339            -0 
  0.093692            -0 
  0.094046            -0 
  0.094399            -0 
  0.094753   -0.00061035 
  0.095106    -0.0012207 
  0.095460            -0 
  0.095813            -0 
  0.096167            -0 
  0.096521            -0 
  0.096874            -0 
  0.097228   -0.00061035 
  0.097581            -0 
  0.097935            -0 
  0.098288   -0.00061035 
  0.098642   -0.00061035 
  0.098995            -0 
  0.099349            -0 
  0.099703            -0 
  0.100056   -0.00061035 
  0.100410            -0 
  0.100763   -0.00061035 
  0.101117            -0 
  0.101470   -0.00061035 
  0.101824   -0.00061035 
  0.102177   -0.00061035 
  0.102531            -0 
  0.102885            -0 
  0.103238            -0 
  0.103592            -0 
  0.103945            -0 
  0.104299            -0 
  0.104652   -0.00061035 
  0.105006            -0 
  0.105359            -0 
  0.105713   -0.00061035 
  0.106067            -0 
  0.106420            -0 
  0.106774            -0 
  0.107127            -0 
  0.107481   -0.00061035 
  0.107834            -0 
  0.108188            -0 
  0.108541            -0 
  0.108895            -0 
  0.109248            -0 
  0.109602   -0.00061035 
  0.109956            -0 
  0.110309            -0 
  0.110663     0.0054932 
  0.111016      0.015259 
  0.111370      0.029907 
  0.111723      0.054321 
  0.112077      0.079956 
  0.112430       0.12024 
  0.112784       0.16296 
  0.113138       0.20935 
  0.113491       0.27466 
  0.113845        0.3656 
  0.114198       0.41504 
  0.114552       0.51453 
  0.114905       0.67566 
  0.115259       0.83984 
  0.115612       0.87585 
  0.115966       0.77637 
  0.116320       0.57617 
  0.116673       0.44617 
  0.117027       0.35828 
  0.117380       0.30945 
  0.117734       0.23804 
  0.118087       0.19165 
  0.118441       0.15259 
  0.118794       0.12207 
  0.119148      0.093384 
  0.119502      0.058594 
  0.119855      0.031128 
  0.120209      0.015259 
  0.120562     0.0048828 
  0.120916     0.0012207 
  0.121269            -0 
  0.121623            -0 
  0.121976            -0 
  0.122330            -0 
  0.122684            -0 
  0.123037   -0.00061035 
  0.123391            -0 
  0.123744    -0.0012207 
  0.124098            -0 
  0.124451   -0.00061035 
  0.124805            -0 
  0.125158            -0 
  0.125512            -0 
  0.125866            -0 
  0.126219            -0 
  0.126573            -0 
  0.126926   -0.00061035 
  0.127280            -0 
  0.127633            -0 
  0.127987            -0 
  0.128340   -0.00061035 
  0.128694            -0 
  0.129048            -0 
  0.129401   -0.00061035 
  0.129755            -0 
  0.130108            -0 
  0.130462            -0 
