  0.0000000e+000 -3.0000000e+000 -2.9000000e+000 -2.8000000e+000 -2.7000000e+000 -2.6000000e+000 -2.5000000e+000 -2.4000000e+000 -2.3000000e+000 -2.2000000e+000 -2.1000000e+000 -2.0000000e+000 -1.9000000e+000 -1.8000000e+000 -1.7000000e+000 -1.6000000e+000 -1.5000000e+000 -1.4000000e+000 -1.3000000e+000 -1.2000000e+000 -1.1000000e+000 -1.0000000e+000 -9.0000000e-001 -8.0000000e-001 -7.0000000e-001 -6.0000000e-001 -5.0000000e-001 -4.0000000e-001 -3.0000000e-001 -2.0000000e-001 -1.0000000e-001  0.0000000e+000  1.0000000e-001  2.0000000e-001  3.0000000e-001  4.0000000e-001  5.0000000e-001  6.0000000e-001  7.0000000e-001  8.0000000e-001  9.0000000e-001  1.0000000e+000  1.1000000e+000  1.2000000e+000  1.3000000e+000  1.4000000e+000  1.5000000e+000  1.6000000e+000  1.7000000e+000  1.8000000e+000  1.9000000e+000  2.0000000e+000  2.1000000e+000  2.2000000e+000  2.3000000e+000  2.4000000e+000  2.5000000e+000  2.6000000e+000  2.7000000e+000  2.8000000e+000  2.9000000e+000  3.0000000e+000
  8.0000000e-001  2.5000000e+001  3.0600000e+001  3.6200000e+001  4.1800000e+001  4.7400000e+001  5.3000000e+001  5.8600000e+001  6.4200000e+001  6.9800000e+001  7.5400000e+001  8.1000000e+001  8.3900000e+001  8.6800000e+001  8.9700000e+001  9.2600000e+001  9.5500000e+001  9.8400000e+001  1.0130000e+002  1.0420000e+002  1.0710000e+002  1.1000000e+002  1.1230000e+002  1.1460000e+002  1.1690000e+002  1.1920000e+002  1.2150000e+002  1.2380000e+002  1.2610000e+002  1.2840000e+002  1.3070000e+002  1.3300000e+002  1.3480000e+002  1.3660000e+002  1.3840000e+002  1.4020000e+002  1.4200000e+002  1.4380000e+002  1.4560000e+002  1.4740000e+002  1.4920000e+002  1.5100000e+002  1.5250000e+002  1.5400000e+002  1.5550000e+002  1.5700000e+002  1.5850000e+002  1.6000000e+002  1.6150000e+002  1.6300000e+002  1.6450000e+002  1.6600000e+002  1.6730000e+002  1.6860000e+002  1.6990000e+002  1.7120000e+002  1.7250000e+002  1.7380000e+002  1.7510000e+002  1.7640000e+002  1.7770000e+002  1.7900000e+002
  8.1000000e-001  3.4333333e+001  3.9333333e+001  4.4333333e+001  4.9333333e+001  5.4333333e+001  5.9333333e+001  6.4333333e+001  6.9333333e+001  7.4333333e+001  7.9333333e+001  8.4333333e+001  8.7166667e+001  9.0000000e+001  9.2833333e+001  9.5666667e+001  9.8500000e+001  1.0133333e+002  1.0416667e+002  1.0700000e+002  1.0983333e+002  1.1266667e+002  1.1483333e+002  1.1700000e+002  1.1916667e+002  1.2133333e+002  1.2350000e+002  1.2566667e+002  1.2783333e+002  1.3000000e+002  1.3216667e+002  1.3433333e+002  1.3613333e+002  1.3793333e+002  1.3973333e+002  1.4153333e+002  1.4333333e+002  1.4513333e+002  1.4693333e+002  1.4873333e+002  1.5053333e+002  1.5233333e+002  1.5383333e+002  1.5533333e+002  1.5683333e+002  1.5833333e+002  1.5983333e+002  1.6133333e+002  1.6283333e+002  1.6433333e+002  1.6583333e+002  1.6733333e+002  1.6856667e+002  1.6980000e+002  1.7103333e+002  1.7226667e+002  1.7350000e+002  1.7473333e+002  1.7596667e+002  1.7720000e+002  1.7843333e+002  1.7966667e+002
  8.2000000e-001  4.2333333e+001  4.6866667e+001  5.1400000e+001  5.5933333e+001  6.0466667e+001  6.5000000e+001  6.9533333e+001  7.4066667e+001  7.8600000e+001  8.3133333e+001  8.7666667e+001  9.0400000e+001  9.3133333e+001  9.5866667e+001  9.8600000e+001  1.0133333e+002  1.0406667e+002  1.0680000e+002  1.0953333e+002  1.1226667e+002  1.1500000e+002  1.1710000e+002  1.1920000e+002  1.2130000e+002  1.2340000e+002  1.2550000e+002  1.2760000e+002  1.2970000e+002  1.3180000e+002  1.3390000e+002  1.3600000e+002  1.3780000e+002  1.3960000e+002  1.4140000e+002  1.4320000e+002  1.4500000e+002  1.4680000e+002  1.4860000e+002  1.5040000e+002  1.5220000e+002  1.5400000e+002  1.5546667e+002  1.5693333e+002  1.5840000e+002  1.5986667e+002  1.6133333e+002  1.6280000e+002  1.6426667e+002  1.6573333e+002  1.6720000e+002  1.6866667e+002  1.6986667e+002  1.7106667e+002  1.7226667e+002  1.7346667e+002  1.7466667e+002  1.7586667e+002  1.7706667e+002  1.7826667e+002  1.7946667e+002  1.8066667e+002
  8.3000000e-001  4.9000000e+001  5.3200000e+001  5.7400000e+001  6.1600000e+001  6.5800000e+001  7.0000000e+001  7.4200000e+001  7.8400000e+001  8.2600000e+001  8.6800000e+001  9.1000000e+001  9.3600000e+001  9.6200000e+001  9.8800000e+001  1.0140000e+002  1.0400000e+002  1.0660000e+002  1.0920000e+002  1.1180000e+002  1.1440000e+002  1.1700000e+002  1.1910000e+002  1.2120000e+002  1.2330000e+002  1.2540000e+002  1.2750000e+002  1.2960000e+002  1.3170000e+002  1.3380000e+002  1.3590000e+002  1.3800000e+002  1.3980000e+002  1.4160000e+002  1.4340000e+002  1.4520000e+002  1.4700000e+002  1.4880000e+002  1.5060000e+002  1.5240000e+002  1.5420000e+002  1.5600000e+002  1.5740000e+002  1.5880000e+002  1.6020000e+002  1.6160000e+002  1.6300000e+002  1.6440000e+002  1.6580000e+002  1.6720000e+002  1.6860000e+002  1.7000000e+002  1.7120000e+002  1.7240000e+002  1.7360000e+002  1.7480000e+002  1.7600000e+002  1.7720000e+002  1.7840000e+002  1.7960000e+002  1.8080000e+002  1.8200000e+002
  8.4000000e-001  5.3666667e+001  5.7666667e+001  6.1666667e+001  6.5666667e+001  6.9666667e+001  7.3666667e+001  7.7666667e+001  8.1666667e+001  8.5666667e+001  8.9666667e+001  9.3666667e+001  9.6266667e+001  9.8866667e+001  1.0146667e+002  1.0406667e+002  1.0666667e+002  1.0926667e+002  1.1186667e+002  1.1446667e+002  1.1706667e+002  1.1966667e+002  1.2170000e+002  1.2373333e+002  1.2576667e+002  1.2780000e+002  1.2983333e+002  1.3186667e+002  1.3390000e+002  1.3593333e+002  1.3796667e+002  1.4000000e+002  1.4173333e+002  1.4346667e+002  1.4520000e+002  1.4693333e+002  1.4866667e+002  1.5040000e+002  1.5213333e+002  1.5386667e+002  1.5560000e+002  1.5733333e+002  1.5873333e+002  1.6013333e+002  1.6153333e+002  1.6293333e+002  1.6433333e+002  1.6573333e+002  1.6713333e+002  1.6853333e+002  1.6993333e+002  1.7133333e+002  1.7246667e+002  1.7360000e+002  1.7473333e+002  1.7586667e+002  1.7700000e+002  1.7813333e+002  1.7926667e+002  1.8040000e+002  1.8153333e+002  1.8266667e+002
  8.5000000e-001  5.8333333e+001  6.2133333e+001  6.5933333e+001  6.9733333e+001  7.3533333e+001  7.7333333e+001  8.1133333e+001  8.4933333e+001  8.8733333e+001  9.2533333e+001  9.6333333e+001  9.8866667e+001  1.0140000e+002  1.0393333e+002  1.0646667e+002  1.0900000e+002  1.1153333e+002  1.1406667e+002  1.1660000e+002  1.1913333e+002  1.2166667e+002  1.2370000e+002  1.2573333e+002  1.2776667e+002  1.2980000e+002  1.3183333e+002  1.3386667e+002  1.3590000e+002  1.3793333e+002  1.3996667e+002  1.4200000e+002  1.4363333e+002  1.4526667e+002  1.4690000e+002  1.4853333e+002  1.5016667e+002  1.5180000e+002  1.5343333e+002  1.5506667e+002  1.5670000e+002  1.5833333e+002  1.5976667e+002  1.6120000e+002  1.6263333e+002  1.6406667e+002  1.6550000e+002  1.6693333e+002  1.6836667e+002  1.6980000e+002  1.7123333e+002  1.7266667e+002  1.7376667e+002  1.7486667e+002  1.7596667e+002  1.7706667e+002  1.7816667e+002  1.7926667e+002  1.8036667e+002  1.8146667e+002  1.8256667e+002  1.8366667e+002
  8.6000000e-001  6.3000000e+001  6.6600000e+001  7.0200000e+001  7.3800000e+001  7.7400000e+001  8.1000000e+001  8.4600000e+001  8.8200000e+001  9.1800000e+001  9.5400000e+001  9.9000000e+001  1.0140000e+002  1.0380000e+002  1.0620000e+002  1.0860000e+002  1.1100000e+002  1.1340000e+002  1.1580000e+002  1.1820000e+002  1.2060000e+002  1.2300000e+002  1.2510000e+002  1.2720000e+002  1.2930000e+002  1.3140000e+002  1.3350000e+002  1.3560000e+002  1.3770000e+002  1.3980000e+002  1.4190000e+002  1.4400000e+002  1.4550000e+002  1.4700000e+002  1.4850000e+002  1.5000000e+002  1.5150000e+002  1.5300000e+002  1.5450000e+002  1.5600000e+002  1.5750000e+002  1.5900000e+002  1.6050000e+002  1.6200000e+002  1.6350000e+002  1.6500000e+002  1.6650000e+002  1.6800000e+002  1.6950000e+002  1.7100000e+002  1.7250000e+002  1.7400000e+002  1.7510000e+002  1.7620000e+002  1.7730000e+002  1.7840000e+002  1.7950000e+002  1.8060000e+002  1.8170000e+002  1.8280000e+002  1.8390000e+002  1.8500000e+002
  8.7000000e-001  6.7000000e+001  7.0400000e+001  7.3800000e+001  7.7200000e+001  8.0600000e+001  8.4000000e+001  8.7400000e+001  9.0800000e+001  9.4200000e+001  9.7600000e+001  1.0100000e+002  1.0340000e+002  1.0580000e+002  1.0820000e+002  1.1060000e+002  1.1300000e+002  1.1540000e+002  1.1780000e+002  1.2020000e+002  1.2260000e+002  1.2500000e+002  1.2696667e+002  1.2893333e+002  1.3090000e+002  1.3286667e+002  1.3483333e+002  1.3680000e+002  1.3876667e+002  1.4073333e+002  1.4270000e+002  1.4466667e+002  1.4623333e+002  1.4780000e+002  1.4936667e+002  1.5093333e+002  1.5250000e+002  1.5406667e+002  1.5563333e+002  1.5720000e+002  1.5876667e+002  1.6033333e+002  1.6176667e+002  1.6320000e+002  1.6463333e+002  1.6606667e+002  1.6750000e+002  1.6893333e+002  1.7036667e+002  1.7180000e+002  1.7323333e+002  1.7466667e+002  1.7576667e+002  1.7686667e+002  1.7796667e+002  1.7906667e+002  1.8016667e+002  1.8126667e+002  1.8236667e+002  1.8346667e+002  1.8456667e+002  1.8566667e+002
  8.8000000e-001  7.0666667e+001  7.3933333e+001  7.7200000e+001  8.0466667e+001  8.3733333e+001  8.7000000e+001  9.0266667e+001  9.3533333e+001  9.6800000e+001  1.0006667e+002  1.0333333e+002  1.0570000e+002  1.0806667e+002  1.1043333e+002  1.1280000e+002  1.1516667e+002  1.1753333e+002  1.1990000e+002  1.2226667e+002  1.2463333e+002  1.2700000e+002  1.2886667e+002  1.3073333e+002  1.3260000e+002  1.3446667e+002  1.3633333e+002  1.3820000e+002  1.4006667e+002  1.4193333e+002  1.4380000e+002  1.4566667e+002  1.4726667e+002  1.4886667e+002  1.5046667e+002  1.5206667e+002  1.5366667e+002  1.5526667e+002  1.5686667e+002  1.5846667e+002  1.6006667e+002  1.6166667e+002  1.6306667e+002  1.6446667e+002  1.6586667e+002  1.6726667e+002  1.6866667e+002  1.7006667e+002  1.7146667e+002  1.7286667e+002  1.7426667e+002  1.7566667e+002  1.7676667e+002  1.7786667e+002  1.7896667e+002  1.8006667e+002  1.8116667e+002  1.8226667e+002  1.8336667e+002  1.8446667e+002  1.8556667e+002  1.8666667e+002
  8.9000000e-001  7.4000000e+001  7.7200000e+001  8.0400000e+001  8.3600000e+001  8.6800000e+001  9.0000000e+001  9.3200000e+001  9.6400000e+001  9.9600000e+001  1.0280000e+002  1.0600000e+002  1.0830000e+002  1.1060000e+002  1.1290000e+002  1.1520000e+002  1.1750000e+002  1.1980000e+002  1.2210000e+002  1.2440000e+002  1.2670000e+002  1.2900000e+002  1.3080000e+002  1.3260000e+002  1.3440000e+002  1.3620000e+002  1.3800000e+002  1.3980000e+002  1.4160000e+002  1.4340000e+002  1.4520000e+002  1.4700000e+002  1.4860000e+002  1.5020000e+002  1.5180000e+002  1.5340000e+002  1.5500000e+002  1.5660000e+002  1.5820000e+002  1.5980000e+002  1.6140000e+002  1.6300000e+002  1.6440000e+002  1.6580000e+002  1.6720000e+002  1.6860000e+002  1.7000000e+002  1.7140000e+002  1.7280000e+002  1.7420000e+002  1.7560000e+002  1.7700000e+002  1.7810000e+002  1.7920000e+002  1.8030000e+002  1.8140000e+002  1.8250000e+002  1.8360000e+002  1.8470000e+002  1.8580000e+002  1.8690000e+002  1.8800000e+002
