  0.0000000e+000 -3.0000000e+000 -2.9000000e+000 -2.8000000e+000 -2.7000000e+000 -2.6000000e+000 -2.5000000e+000 -2.4000000e+000 -2.3000000e+000 -2.2000000e+000 -2.1000000e+000 -2.0000000e+000 -1.9000000e+000 -1.8000000e+000 -1.7000000e+000 -1.6000000e+000 -1.5000000e+000 -1.4000000e+000 -1.3000000e+000 -1.2000000e+000 -1.1000000e+000 -1.0000000e+000 -9.0000000e-001 -8.0000000e-001 -7.0000000e-001 -6.0000000e-001 -5.0000000e-001 -4.0000000e-001 -3.0000000e-001 -2.0000000e-001 -1.0000000e-001  0.0000000e+000  1.0000000e-001  2.0000000e-001  3.0000000e-001  4.0000000e-001  5.0000000e-001  6.0000000e-001  7.0000000e-001  8.0000000e-001  9.0000000e-001  1.0000000e+000  1.1000000e+000  1.2000000e+000  1.3000000e+000  1.4000000e+000  1.5000000e+000  1.6000000e+000  1.7000000e+000  1.8000000e+000  1.9000000e+000  2.0000000e+000  2.1000000e+000  2.2000000e+000  2.3000000e+000  2.4000000e+000  2.5000000e+000  2.6000000e+000  2.7000000e+000  2.8000000e+000  2.9000000e+000  3.0000000e+000
  8.0000000e-001  9.2216667e-002  6.1695000e-002  3.1173333e-002  6.5166667e-004 -2.9870000e-002 -6.0391667e-002 -9.0913333e-002 -1.2143500e-001 -1.5195667e-001 -1.8247833e-001 -2.1300000e-001 -3.1577167e-001 -4.1854333e-001 -5.2131500e-001 -6.2408667e-001 -7.2685833e-001 -8.2963000e-001 -9.3240167e-001 -1.0351733e+000 -1.1379450e+000 -1.2407167e+000 -1.1310464e+000 -1.0213762e+000 -9.1170595e-001 -8.0203571e-001 -6.9236548e-001 -5.8269524e-001 -4.7302500e-001 -3.6335476e-001 -2.5368452e-001 -1.4401429e-001 -1.0933207e-001 -7.4649860e-002 -3.9967647e-002 -5.2854342e-003  2.9396779e-002  6.4078992e-002  9.8761204e-002  1.3344342e-001  1.6812563e-001  2.0280784e-001  2.0566539e-001  2.0852294e-001  2.1138049e-001  2.1423804e-001  2.1709559e-001  2.1995314e-001  2.2281069e-001  2.2566824e-001  2.2852578e-001  2.3138333e-001  2.3051112e-001  2.2963890e-001  2.2876669e-001  2.2789447e-001  2.2702225e-001  2.2615004e-001  2.2527782e-001  2.2440561e-001  2.2353339e-001  2.2266118e-001
  8.1000000e-001  9.2216667e-002  6.1695000e-002  3.1173333e-002  6.5166667e-004 -2.9870000e-002 -6.0391667e-002 -9.0913333e-002 -1.2143500e-001 -1.5195667e-001 -1.8247833e-001 -2.1300000e-001 -3.1577167e-001 -4.1854333e-001 -5.2131500e-001 -6.2408667e-001 -7.2685833e-001 -8.2963000e-001 -9.3240167e-001 -1.0351733e+000 -1.1379450e+000 -1.2407167e+000 -1.1148328e+000 -9.8894895e-001 -8.6306510e-001 -7.3718124e-001 -6.1129738e-001 -4.8541352e-001 -3.5952967e-001 -2.3364581e-001 -1.0776195e-001  1.8121905e-002  3.9276981e-002  6.0432058e-002  8.1587135e-002  1.0274221e-001  1.2389729e-001  1.4505236e-001  1.6620744e-001  1.8736252e-001  2.0851759e-001  2.2967267e-001  2.3143948e-001  2.3320629e-001  2.3497310e-001  2.3673991e-001  2.3850672e-001  2.4027353e-001  2.4204034e-001  2.4380715e-001  2.4557396e-001  2.4734076e-001  2.4627036e-001  2.4519995e-001  2.4412954e-001  2.4305913e-001  2.4198873e-001  2.4091832e-001  2.3984791e-001  2.3877750e-001  2.3770710e-001  2.3663669e-001
  8.2000000e-001  9.2216667e-002  6.1695000e-002  3.1173333e-002  6.5166667e-004 -2.9870000e-002 -6.0391667e-002 -9.0913333e-002 -1.2143500e-001 -1.5195667e-001 -1.8247833e-001 -2.1300000e-001 -3.1577167e-001 -4.1854333e-001 -5.2131500e-001 -6.2408667e-001 -7.2685833e-001 -8.2963000e-001 -9.3240167e-001 -1.0351733e+000 -1.1379450e+000 -1.2407167e+000 -1.1032155e+000 -9.6571432e-001 -8.2821315e-001 -6.9071198e-001 -5.5321081e-001 -4.1570964e-001 -2.7820847e-001 -1.4070730e-001 -3.2061282e-003  1.3429504e-001  1.4633679e-001  1.5837853e-001  1.7042027e-001  1.8246202e-001  1.9450376e-001  2.0654551e-001  2.1858725e-001  2.3062899e-001  2.4267074e-001  2.5471248e-001  2.5547375e-001  2.5623502e-001  2.5699629e-001  2.5775756e-001  2.5851883e-001  2.5928010e-001  2.6004137e-001  2.6080264e-001  2.6156391e-001  2.6232518e-001  2.6117337e-001  2.6002156e-001  2.5886975e-001  2.5771794e-001  2.5656613e-001  2.5541432e-001  2.5426251e-001  2.5311070e-001  2.5195889e-001  2.5080708e-001
  8.3000000e-001  9.2216667e-002  6.1695000e-002  3.1173333e-002  6.5166667e-004 -2.9870000e-002 -6.0391667e-002 -9.0913333e-002 -1.2143500e-001 -1.5195667e-001 -1.8247833e-001 -2.1300000e-001 -3.1577167e-001 -4.1854333e-001 -5.2131500e-001 -6.2408667e-001 -7.2685833e-001 -8.2963000e-001 -9.3240167e-001 -1.0351733e+000 -1.1379450e+000 -1.2407167e+000 -1.0961945e+000 -9.5167231e-001 -8.0715013e-001 -6.6262795e-001 -5.1810577e-001 -3.7358359e-001 -2.2906141e-001 -8.4539231e-002  5.9982949e-002  2.0450513e-001  2.1184734e-001  2.1918956e-001  2.2653177e-001  2.3387399e-001  2.4121620e-001  2.4855841e-001  2.5590063e-001  2.6324284e-001  2.7058506e-001  2.7792727e-001  2.7776820e-001  2.7760914e-001  2.7745007e-001  2.7729100e-001  2.7713193e-001  2.7697286e-001  2.7681379e-001  2.7665472e-001  2.7649565e-001  2.7633659e-001  2.7522016e-001  2.7410374e-001  2.7298731e-001  2.7187089e-001  2.7075446e-001  2.6963804e-001  2.6852161e-001  2.6740519e-001  2.6628876e-001  2.6517234e-001
  8.4000000e-001  9.2216667e-002  6.1695000e-002  3.1173333e-002  6.5166667e-004 -2.9870000e-002 -6.0391667e-002 -9.0913333e-002 -1.2143500e-001 -1.5195667e-001 -1.8247833e-001 -2.1300000e-001 -2.3470278e-001 -2.5640556e-001 -2.7810833e-001 -2.9981111e-001 -3.2151389e-001 -3.4321667e-001 -3.6491944e-001 -3.8662222e-001 -4.0832500e-001 -4.3002778e-001 -3.6119360e-001 -2.9235943e-001 -2.2352526e-001 -1.5469108e-001 -8.5856912e-002 -1.7022739e-002  5.1811435e-002  1.2064561e-001  1.8947978e-001  2.5831395e-001  2.6243495e-001  2.6655594e-001  2.7067694e-001  2.7479793e-001  2.7891893e-001  2.8303993e-001  2.8716092e-001  2.9128192e-001  2.9540291e-001  2.9952391e-001  2.9844526e-001  2.9736662e-001  2.9628798e-001  2.9520934e-001  2.9413069e-001  2.9305205e-001  2.9197341e-001  2.9089477e-001  2.8981612e-001  2.8873748e-001  2.8701996e-001  2.8530243e-001  2.8358490e-001  2.8186737e-001  2.8014985e-001  2.7843232e-001  2.7671479e-001  2.7499726e-001  2.7327974e-001  2.7156221e-001
  8.5000000e-001  9.2216667e-002  6.1695000e-002  3.1173333e-002  6.5166667e-004 -2.9870000e-002 -6.0391667e-002 -9.0913333e-002 -1.2143500e-001 -1.5195667e-001 -1.8247833e-001 -2.1300000e-001 -1.8727129e-001 -1.6154258e-001 -1.3581387e-001 -1.1008516e-001 -8.4356444e-002 -5.8627733e-002 -3.2899022e-002 -7.1703111e-003  1.8558400e-002  4.4287111e-002  6.9385063e-002  9.4483015e-002  1.1958097e-001  1.4467892e-001  1.6977687e-001  1.9487482e-001  2.1997277e-001  2.4507073e-001  2.7016868e-001  2.9526663e-001  2.9725854e-001  2.9925046e-001  3.0124237e-001  3.0323428e-001  3.0522619e-001  3.0721811e-001  3.0921002e-001  3.1120193e-001  3.1319384e-001  3.1518575e-001  3.1371362e-001  3.1224149e-001  3.1076935e-001  3.0929722e-001  3.0782509e-001  3.0635295e-001  3.0488082e-001  3.0340869e-001  3.0193655e-001  3.0046442e-001  2.9851492e-001  2.9656543e-001  2.9461593e-001  2.9266644e-001  2.9071694e-001  2.8876745e-001  2.8681795e-001  2.8486846e-001  2.8291896e-001  2.8096947e-001
  8.6000000e-001  9.2216667e-002  6.1695000e-002  3.1173333e-002  6.5166667e-004 -2.9870000e-002 -6.0391667e-002 -9.0913333e-002 -1.2143500e-001 -1.5195667e-001 -1.8247833e-001 -2.1300000e-001 -1.7347720e-001 -1.3395440e-001 -9.4431600e-002 -5.4908800e-002 -1.5386000e-002  2.4136800e-002  6.3659600e-002  1.0318240e-001  1.4270520e-001  1.8222800e-001  1.9554152e-001  2.0885503e-001  2.2216855e-001  2.3548206e-001  2.4879558e-001  2.6210909e-001  2.7542261e-001  2.8873613e-001  3.0204964e-001  3.1536316e-001  3.1631812e-001  3.1727309e-001  3.1822806e-001  3.1918302e-001  3.2013799e-001  3.2109296e-001  3.2204792e-001  3.2300289e-001  3.2395785e-001  3.2491282e-001  3.2357328e-001  3.2223373e-001  3.2089419e-001  3.1955465e-001  3.1821511e-001  3.1687556e-001  3.1553602e-001  3.1419648e-001  3.1285693e-001  3.1151739e-001  3.0970506e-001  3.0789274e-001  3.0608041e-001  3.0426808e-001  3.0245575e-001  3.0064343e-001  2.9883110e-001  2.9701877e-001  2.9520645e-001  2.9339412e-001
  8.7000000e-001  9.2216667e-002  6.1695000e-002  3.1173333e-002  6.5166667e-004 -2.9870000e-002 -6.0391667e-002 -9.0913333e-002 -1.2143500e-001 -1.5195667e-001 -1.8247833e-001 -2.1300000e-001 -1.6632129e-001 -1.1964258e-001 -7.2963867e-002 -2.6285156e-002  2.0393556e-002  6.7072267e-002  1.1375098e-001  1.6042969e-001  2.0710840e-001  2.5378711e-001  2.6181186e-001  2.6983661e-001  2.7786136e-001  2.8588610e-001  2.9391085e-001  3.0193560e-001  3.0996035e-001  3.1798510e-001  3.2600985e-001  3.3403459e-001  3.3422718e-001  3.3441978e-001  3.3461237e-001  3.3480496e-001  3.3499755e-001  3.3519014e-001  3.3538273e-001  3.3557532e-001  3.3576791e-001  3.3596050e-001  3.3473419e-001  3.3350789e-001  3.3228159e-001  3.3105528e-001  3.2982898e-001  3.2860268e-001  3.2737637e-001  3.2615007e-001  3.2492377e-001  3.2369746e-001  3.2118689e-001  3.1867632e-001  3.1616575e-001  3.1365518e-001  3.1114461e-001  3.0863404e-001  3.0612346e-001  3.0361289e-001  3.0110232e-001  2.9859175e-001
  8.8000000e-001  9.2216667e-002  6.1695000e-002  3.1173333e-002  6.5166667e-004 -2.9870000e-002 -6.0391667e-002 -9.0913333e-002 -1.2143500e-001 -1.5195667e-001 -1.8247833e-001 -2.1300000e-001 -1.6111207e-001 -1.0922413e-001 -5.7336202e-002 -5.4482687e-003  4.6439664e-002  9.8327597e-002  1.5021553e-001  2.0210346e-001  2.5399140e-001  3.0587933e-001  3.1055213e-001  3.1522493e-001  3.1989774e-001  3.2457054e-001  3.2924334e-001  3.3391614e-001  3.3858894e-001  3.4326175e-001  3.4793455e-001  3.5260735e-001  3.5198466e-001  3.5136197e-001  3.5073929e-001  3.5011660e-001  3.4949391e-001  3.4887122e-001  3.4824853e-001  3.4762584e-001  3.4700316e-001  3.4638047e-001  3.4494812e-001  3.4351577e-001  3.4208343e-001  3.4065108e-001  3.3921873e-001  3.3778639e-001  3.3635404e-001  3.3492169e-001  3.3348935e-001  3.3205700e-001  3.2951437e-001  3.2697174e-001  3.2442910e-001  3.2188647e-001  3.1934384e-001  3.1680121e-001  3.1425858e-001  3.1171594e-001  3.0917331e-001  3.0663068e-001
