8
4.95 4.95 -3.102721 2.529637 3.280317 -2.427769 -4.054228 3.472264
4.95 5.05 -3.102721 2.529637 3.280317 -2.492631 -4.170016 3.532734
4.95 5.15 -3.143505 2.551844 3.290959 -2.509492 -4.248464 3.563416
4.95 5.25 -3.143505 2.551844 3.290959 -2.570795 -4.367957 3.623475
4.95 5.35 -3.143505 2.551844 3.290959 -2.629111 -4.490782 3.683548
4.95 5.45 -3.143505 2.551844 3.290959 -2.744731 -4.562639 3.730356
4.95 5.55 -3.299417 2.610515 3.328737 -2.750459 -4.439180 3.668642
4.95 5.65 -3.299417 2.610515 3.328737 -2.816849 -4.553951 3.725803
4.95 5.75 -3.299417 2.610515 3.328737 -2.914717 -4.641419 3.775537
4.95 5.85 -3.299417 2.610515 3.328737 -3.025843 -4.716317 3.821386
4.95 5.95 -3.299417 2.610515 3.328737 -3.117269 -4.803727 3.868876
4.95 6.05 -3.299417 2.610515 3.328737 -3.325307 -4.797313 3.894582
4.95 6.15 -3.679664 2.732611 3.414096 -3.043384 -4.537976 3.729253
4.95 6.25 -3.894312 2.831745 3.462770 -3.048201 -4.323935 3.614511
4.95 6.35 -4.268818 2.944151 3.537862 -2.987451 -3.887534 3.391415
4.95 6.45 -4.268818 2.944151 3.537862 -3.035658 -4.013691 3.45459
4.95 6.55 -4.268818 2.944151 3.537862 -3.104756 -4.122761 3.512140
5.05 4.95 -3.102721 2.529637 3.280317 -2.421657 -4.103841 3.542413
5.05 5.05 -3.102721 2.529637 3.280317 -2.483120 -4.220828 3.601972
5.05 5.15 -3.143505 2.551844 3.290959 -2.555554 -4.252501 3.621084
5.05 5.25 -3.143505 2.551844 3.290959 -2.594679 -4.387947 3.683557
5.05 5.35 -3.143505 2.551844 3.290959 -2.627408 -4.531031 3.747160
5.05 5.45 -3.143505 2.551844 3.290959 -2.752026 -4.593750 3.791206
5.05 5.55 -3.299417 2.610515 3.328737 -2.760465 -4.469878 3.730478
5.05 5.65 -3.299417 2.610515 3.328737 -2.816567 -4.591504 3.788127
5.05 5.75 -3.299417 2.610515 3.328737 -2.950935 -4.646785 3.829672
5.05 5.85 -3.299417 2.610515 3.328737 -3.039095 -4.739767 3.878984
5.05 5.95 -3.299417 2.610515 3.328737 -3.164473 -4.799495 3.919715
5.05 6.05 -3.299417 2.610515 3.328737 -3.323696 -4.829952 3.953035
5.05 6.15 -3.679664 2.732611 3.414096 -3.117342 -4.513692 3.777033
5.05 6.25 -3.894312 2.831745 3.462769 -3.053506 -4.360191 3.678089
5.05 6.35 -4.268818 2.944151 3.537862 -2.989980 -3.932845 3.460922
5.05 6.45 -4.268818 2.944151 3.537862 -3.039109 -4.056342 3.522179
5.05 6.55 -4.268818 2.944151 3.537862 -3.098798 -4.173382 3.581189
5.15 4.95 -3.102721 2.529637 3.280317 -2.426718 -4.144095 3.610361
5.15 5.05 -3.102721 2.529637 3.280317 -2.489431 -4.258171 3.667910
5.15 5.15 -3.102721 2.529637 3.280317 -2.553230 -4.370419 3.723996
5.15 5.25 -3.143505 2.551844 3.290959 -2.602904 -4.420980 3.746672
5.15 5.35 -3.299417 2.610515 3.328738 -2.638831 -4.276012 3.680950
5.15 5.45 -3.299417 2.610515 3.328738 -2.729901 -4.366107 3.731785
5.15 5.55 -3.299417 2.610515 3.328737 -2.771200 -4.499491 3.791925
5.15 5.65 -3.299417 2.610515 3.328737 -2.890753 -4.566268 3.836011
5.15 5.75 -3.357240 2.840624 3.359761 -2.871094 -4.675493 3.797426
5.15 5.85 -3.357240 2.840624 3.359760 -2.947433 -4.779907 3.849327
5.15 5.95 -3.652394 2.984800 3.429973 -2.922600 -4.433882 3.669616
5.15 6.05 -3.652394 2.984800 3.429973 -2.994666 -4.543612 3.724603
5.15 6.15 -3.777973 3.020261 3.456559 -3.008906 -4.476226 3.691931
5.15 6.25 -4.286746 3.125536 3.555144 -2.961197 -3.782654 3.367058
5.15 6.35 -4.286746 3.125536 3.555144 -3.008205 -3.904528 3.428470
5.15 6.45 -4.286746 3.125536 3.555144 -3.053043 -4.032765 3.491502
5.15 6.55 -4.286746 3.125536 3.555144 -3.116614 -4.145931 3.549336
5.25 4.95 -3.171655 2.629757 3.303444 -2.433346 -4.067309 3.596053
5.25 5.05 -3.171655 2.629757 3.303444 -2.490366 -4.183305 3.653547
5.25 5.15 -3.357240 2.840624 3.359761 -2.533587 -3.990153 3.510593
5.25 5.25 -3.357240 2.840624 3.359761 -2.592574 -4.103568 3.568222
5.25 5.35 -3.357240 2.840624 3.359761 -2.644893 -4.225459 3.627656
5.25 5.45 -3.357240 2.840624 3.359761 -2.698820 -4.347604 3.686513
5.25 5.55 -3.357240 2.840624 3.359761 -2.732362 -4.492232 3.750963
5.25 5.65 -3.357240 2.840624 3.359761 -2.816363 -4.588002 3.801261
5.25 5.75 -3.357240 2.840624 3.359761 -2.870217 -4.713031 3.858635
5.25 5.85 -3.357240 2.840624 3.359761 -2.946491 -4.816037 3.909294
5.25 5.95 -3.357240 2.840624 3.359761 -3.050541 -4.891174 3.951750
5.25 6.05 -3.357240 2.840624 3.359761 -3.173855 -4.946173 3.988034
5.25 6.15 -3.777973 3.020261 3.456559 -3.018235 -4.506068 3.751726
5.25 6.25 -3.777973 3.020261 3.456559 -3.135159 -4.572184 3.793210
5.25 6.35 -4.286746 3.125536 3.555144 -3.009729 -3.950553 3.498187
5.25 6.45 -4.286746 3.125536 3.555144 -3.055304 -4.076400 3.559341
5.25 6.55 -4.286746 3.125536 3.555144 -3.111423 -4.195733 3.618099
5.35 4.95 -3.171655 2.629757 3.303444 -2.442808 -4.103629 3.662283
5.35 5.05 -3.171655 2.629757 3.303444 -2.500689 -4.216820 3.717631
5.35 5.15 -3.357240 2.840624 3.359761 -2.483014 -4.079372 3.592158
5.35 5.25 -3.357240 2.840624 3.359761 -2.604037 -4.138385 3.634757
5.35 5.35 -3.357240 2.840624 3.359761 -2.556994 -4.179491 3.645327
5.35 5.45 -3.357240 2.840624 3.359761 -2.733510 -4.356826 3.743766
5.35 5.55 -3.357240 2.840624 3.359761 -2.743363 -4.521158 3.811990
5.35 5.65 -3.357240 2.840624 3.359761 -2.844762 -4.598919 3.856658
5.35 5.75 -3.357240 2.840624 3.359761 -2.878321 -4.741378 3.917406
5.35 5.85 -3.357240 2.840624 3.359761 -2.959489 -4.838123 3.965492
5.35 5.95 -3.357240 2.840624 3.359761 -3.070964 -4.904938 4.005077
5.35 6.05 -3.357240 2.840624 3.359761 -3.194876 -4.958286 4.040331
5.35 6.15 -3.777973 3.020261 3.456559 -3.041376 -4.522385 3.808690
5.35 6.25 -4.286746 3.125536 3.555144 -2.950945 -3.890749 3.514699
5.35 6.35 -4.286746 3.125536 3.555144 -3.011862 -3.996395 3.568954
5.35 6.45 -4.286746 3.125536 3.555144 -3.058012 -4.119920 3.628187
5.35 6.55 -4.286746 3.125536 3.555144 -3.127076 -4.223763 3.681131
5.45 4.95 -3.357240 2.840624 3.359761 -2.461152 -3.835335 3.535453
5.45 5.05 -3.357240 2.840624 3.359761 -2.474135 -3.975943 3.597526
5.45 5.15 -3.357240 2.840624 3.359761 -2.531155 -4.083950 3.651413
5.45 5.25 -3.530498 3.089290 3.415468 -2.590010 -3.901020 3.498665
5.45 5.35 -3.530498 3.089290 3.415468 -2.637676 -4.020752 3.557505
5.45 5.45 -3.530498 3.089290 3.415468 -2.686351 -4.142606 3.616506
5.45 5.55 -3.530498 3.089290 3.415468 -2.736196 -4.268079 3.676293
5.45 5.65 -3.694555 3.269852 3.462428 -2.783716 -4.097733 3.552422
5.45 5.75 -3.694555 3.269852 3.462428 -2.803232 -4.254594 3.622637
5.45 5.85 -3.694555 3.269852 3.462428 -2.866106 -4.369533 3.679433
5.45 5.95 -3.647424 3.241806 3.451141 -2.926221 -4.577046 3.781013
5.45 6.05 -3.647424 3.241806 3.451141 -2.961824 -4.722729 3.844681
5.45 6.15 -3.750392 3.199767 3.466662 -3.015215 -4.646962 3.838657
5.45 6.25 -4.038771 3.257062 3.523387 -3.012438 -4.294757 3.684260
5.45 6.35 -4.316445 3.315689 3.575552 -3.004483 -3.974045 3.534435
5.45 6.45 -4.316445 3.315689 3.575552 -3.040646 -4.110697 3.598555
5.45 6.55 -4.316445 3.315689 3.575552 -3.118937 -4.202411 3.647558
5.55 4.95 -3.492389 2.872134 3.389487 -2.390793 -3.736259 3.528659
5.55 5.05 -3.492389 2.872134 3.389487 -2.444563 -3.835801 3.579345
5.55 5.15 -3.492389 2.872134 3.389487 -2.499827 -3.935221 3.629496
5.55 5.25 -3.492389 2.872134 3.389487 -2.556325 -4.038859 3.680870
5.55 5.35 -3.492389 2.872134 3.389487 -2.613977 -4.145246 3.732793
5.55 5.45 -3.530498 3.089290 3.415467 -2.688360 -4.185297 3.684733
5.55 5.55 -3.644317 3.212388 3.447968 -2.740930 -4.105006 3.618141
5.55 5.65 -3.644317 3.212388 3.447968 -2.792756 -4.224698 3.675698
5.55 5.75 -3.644317 3.212388 3.447968 -2.849224 -4.342167 3.732044
5.55 5.85 -3.694555 3.269852 3.462428 -2.892941 -4.382651 3.736069
5.55 5.95 -3.694555 3.269852 3.462428 -2.924968 -4.529216 3.800477
5.55 6.05 -3.694555 3.269852 3.462428 -2.980634 -4.651615 3.856876
5.55 6.15 -3.694555 3.269852 3.462428 -3.021391 -4.790019 3.917049
5.55 6.25 -4.075612 3.365268 3.538956 -3.022055 -4.254625 3.678663
5.55 6.35 -4.075612 3.365268 3.538956 -3.079475 -4.371758 3.734833
5.55 6.45 -4.075612 3.365268 3.538956 -3.126630 -4.501450 3.794164
5.55 6.55 -4.075612 3.365268 3.538956 -3.205328 -4.599686 3.843339
5.65 4.95 -3.530498 3.089290 3.415467 -2.427075 -3.689523 3.486856
5.65 5.05 -3.530498 3.089290 3.415467 -2.502282 -3.772623 3.534034
5.65 5.15 -3.530498 3.089290 3.415467 -2.547574 -3.880203 3.586784
5.65 5.25 -3.530498 3.089290 3.415467 -2.594266 -3.992494 3.640984
5.65 5.35 -3.530498 3.089290 3.415467 -2.642156 -4.108043 3.695922
5.65 5.45 -3.694555 3.269852 3.462427 -2.673233 -3.961237 3.579023
5.65 5.55 -3.694555 3.269852 3.462427 -2.736685 -4.066629 3.632640
5.65 5.65 -3.694555 3.269852 3.462427 -2.784224 -4.187747 3.690050
5.65 5.75 -3.694555 3.269852 3.462427 -2.858387 -4.284320 3.739728
5.65 5.85 -3.694555 3.269852 3.462427 -2.893532 -4.424028 3.801626
5.65 5.95 -3.577778 3.350334 3.447732 -2.890007 -4.842035 3.936240
5.65 6.05 -3.577778 3.350334 3.447732 -2.900338 -5.012846 4.003654
5.65 6.15 -4.209621 3.491157 3.572621 -2.947794 -3.953800 3.546425
5.65 6.25 -4.209621 3.491157 3.572621 -3.009189 -4.059673 3.600261
5.65 6.35 -4.209621 3.491157 3.572621 -3.020505 -4.227814 3.673588
5.65 6.45 -4.235526 3.500367 3.577710 -3.076260 -4.293308 3.705514
5.65 6.55 -4.302140 3.524049 3.590795 -3.143352 -4.270193 3.697121
5.75 4.95 -3.549372 3.272735 3.435313 -2.457640 -3.673038 3.467955
5.75 5.05 -3.547760 3.251176 3.432215 -2.509242 -3.780073 3.530762
