6
-10 -10  5.751924E-01 -2.869034E-01  9.298915E-01 -4.861813E-01
-10  -9  4.018381E-01 -2.454562E-01  7.121171E-01 -4.569798E-01
-10  -8  2.284837E-01 -2.040090E-01  4.943426E-01 -4.277782E-01
-10  -7  5.512934E-02 -1.625619E-01  2.765682E-01 -3.985766E-01
-10  -6 -1.182250E-01 -1.211147E-01  5.879374E-02 -3.693751E-01
-10  -5 -2.915794E-01 -7.966749E-02 -1.589807E-01 -3.401735E-01
-10  -4 -4.649338E-01 -3.822031E-02 -3.767552E-01 -3.109719E-01
-10  -3 -6.382881E-01  3.226865E-03 -5.945296E-01 -2.817703E-01
-10  -2 -8.116425E-01  4.467404E-02 -8.123041E-01 -2.525688E-01
-10  -1 -9.849969E-01  8.612122E-02 -1.030078E+00 -2.233672E-01
-10   0 -1.158351E+00  1.275684E-01 -1.247853E+00 -1.941656E-01
 -9 -10  5.477394E-01 -1.713725E-01  8.497860E-01 -3.302036E-01
 -9  -9  3.743851E-01 -1.299253E-01  6.320115E-01 -3.010020E-01
 -9  -8  2.010307E-01 -8.847812E-02  4.142371E-01 -2.718004E-01
 -9  -7  3.119870E-02 -8.038571E-02  1.921156E-01 -2.092575E-01
 -9  -6 -1.456780E-01 -5.583766E-03 -2.131181E-02 -2.133973E-01
 -9  -5 -3.190324E-01  3.586341E-02 -2.390863E-01 -1.841957E-01
 -9  -4 -4.923868E-01  7.731059E-02 -4.568607E-01 -1.549941E-01
 -9  -3 -6.657411E-01  1.187578E-01 -6.746352E-01 -1.257925E-01
 -9  -2 -8.390955E-01  1.602050E-01 -8.924096E-01 -9.659096E-02
 -9  -1 -1.012450E+00  2.016521E-01 -1.110184E+00 -6.738939E-02
 -9   0 -1.185804E+00  2.430993E-01 -1.327958E+00 -3.818781E-02
 -8 -10  5.202864E-01 -5.584158E-02  7.696804E-01 -1.742258E-01
 -8  -9  3.469321E-01 -1.439440E-02  5.519060E-01 -1.450242E-01
 -8  -8  1.735777E-01  2.705278E-02  3.341315E-01 -1.158226E-01
 -8  -7  2.233265E-04  6.849996E-02  1.163571E-01 -8.662104E-02
 -8  -6 -1.731310E-01  1.099471E-01 -1.014174E-01 -5.741947E-02
 -8  -5 -3.464854E-01  1.513943E-01 -3.191918E-01 -2.821789E-02
 -8  -4 -5.198398E-01  1.928415E-01 -5.369662E-01  9.836838E-04
 -8  -3 -6.931941E-01  2.342887E-01 -7.547407E-01  3.018526E-02
 -8  -2 -8.665485E-01  2.757359E-01 -9.725151E-01  5.938683E-02
 -8  -1 -1.039903E+00  3.171830E-01 -1.190290E+00  8.858841E-02
 -8   0 -1.213257E+00  3.586302E-01 -1.408064E+00  1.177900E-01
 -7 -10  4.928334E-01  5.968933E-02  6.895749E-01 -1.824797E-02
 -7  -9  3.194791E-01  1.011365E-01  4.718004E-01  1.095360E-02
 -7  -8  1.461247E-01  1.425837E-01  2.540260E-01  4.015518E-02
 -7  -7 -2.722968E-02  1.840309E-01  3.625155E-02  6.935675E-02
 -7  -6 -2.005840E-01  2.254780E-01 -1.815229E-01  9.855833E-02
 -7  -5 -3.739384E-01  2.669252E-01 -3.992973E-01  1.277599E-01
 -7  -4 -5.472928E-01  3.083724E-01 -6.170718E-01  1.569615E-01
 -7  -3 -7.206472E-01  3.498196E-01 -8.348462E-01  1.861631E-01
 -7  -2 -8.940015E-01  3.912668E-01 -1.052621E+00  2.153646E-01
 -7  -1 -1.067356E+00  4.327139E-01 -1.270395E+00  2.445662E-01
 -7   0 -1.240710E+00  4.741611E-01 -1.488170E+00  2.737678E-01
 -6 -10  4.653804E-01  1.752202E-01  6.094693E-01  1.377298E-01
 -6  -9  2.920260E-01  2.166674E-01  3.916949E-01  1.669314E-01
 -6  -8  1.186717E-01  2.581146E-01  1.739204E-01  1.961330E-01
 -6  -7 -5.468269E-02  2.995618E-01 -4.385400E-02  2.253345E-01
 -6  -6 -2.280371E-01  3.410090E-01 -2.616284E-01  2.545361E-01
 -6  -5 -4.013914E-01  3.824561E-01 -4.794029E-01  2.837377E-01
 -6  -4 -5.747458E-01  4.239033E-01 -6.971773E-01  3.129393E-01
 -6  -3 -7.481002E-01  4.653505E-01 -9.149518E-01  3.421408E-01
 -6  -2 -9.214545E-01  5.067977E-01 -1.132726E+00  3.713424E-01
 -6  -1 -1.094809E+00  5.482449E-01 -1.350501E+00  4.005440E-01
 -6   0 -1.268163E+00  5.896920E-01 -1.568275E+00  4.297456E-01
 -5 -10  4.379274E-01  2.907511E-01  5.293638E-01  2.937076E-01
 -5  -9  2.645730E-01  3.321983E-01  3.115893E-01  3.229092E-01
 -5  -8  9.121867E-02  3.736455E-01  9.381490E-02  3.521108E-01
 -5  -7 -8.213570E-02  4.150927E-01 -1.239595E-01  3.813123E-01
 -5  -6 -2.554901E-01  4.565399E-01 -3.417340E-01  4.105139E-01
 -5  -5 -4.288444E-01  4.979870E-01 -5.595084E-01  4.397155E-01
 -5  -4 -6.021988E-01  5.394342E-01 -7.772829E-01  4.689171E-01
 -5  -3 -7.755532E-01  5.808814E-01 -9.950573E-01  4.981186E-01
 -5  -2 -9.489075E-01  6.223286E-01 -1.212832E+00  5.273202E-01
 -5  -1 -1.122262E+00  6.637758E-01 -1.430606E+00  5.565218E-01
 -5   0 -1.295616E+00  7.052229E-01 -1.648381E+00  5.857234E-01
 -4 -10  4.104744E-01  4.062821E-01  4.492582E-01  4.496854E-01
 -4  -9  2.371200E-01  4.477292E-01  2.314838E-01  4.788870E-01
 -4  -8  6.376566E-02  4.891764E-01  1.370935E-02  5.080886E-01
 -4  -7 -1.095887E-01  5.306236E-01 -2.040651E-01  5.372901E-01
 -4  -6 -2.829431E-01  5.720708E-01 -4.218395E-01  5.664917E-01
 -4  -5 -4.562974E-01  6.135180E-01 -6.396140E-01  5.956933E-01
 -4  -4 -6.296518E-01  6.549651E-01 -8.573884E-01  6.248949E-01
 -4  -3 -8.030062E-01  6.964123E-01 -1.075163E+00  6.540964E-01
 -4  -2 -9.763605E-01  7.378595E-01 -1.292937E+00  6.832980E-01
 -4  -1 -1.149715E+00  7.793067E-01 -1.510712E+00  7.124996E-01
 -4   0 -1.323069E+00  8.207538E-01 -1.728486E+00  7.417012E-01
 -3 -10  3.830214E-01  5.218130E-01  3.691527E-01  6.056632E-01
 -3  -9  2.096670E-01  5.632601E-01  1.513783E-01  6.348648E-01
 -3  -8  3.631265E-02  6.047073E-01 -6.639619E-02  6.640663E-01
 -3  -7 -1.370417E-01  6.461545E-01 -2.841706E-01  6.932679E-01
 -3  -6 -3.103961E-01  6.876017E-01 -5.019451E-01  7.224695E-01
 -3  -5 -4.837504E-01  7.290489E-01 -7.197195E-01  7.516711E-01
 -3  -4 -6.571048E-01  7.704960E-01 -9.374940E-01  7.808726E-01
 -3  -3 -8.304592E-01  8.119432E-01 -1.155268E+00  8.100742E-01
 -3  -2 -1.003814E+00  8.533904E-01 -1.373043E+00  8.392758E-01
 -3  -1 -1.177168E+00  8.948376E-01 -1.590817E+00  8.684774E-01
 -3  -0 -1.350522E+00  9.362848E-01 -1.808592E+00  8.976789E-01
 -2 -10  3.555684E-01  6.373439E-01  2.890472E-01  7.616410E-01
 -2  -9  1.822140E-01  6.787910E-01  7.127271E-02  7.908426E-01
 -2  -8  8.859646E-03  7.202382E-01 -1.465017E-01  8.200441E-01
 -2  -7 -1.644947E-01  7.616854E-01 -3.642762E-01  8.492457E-01
