6
 -2  -6 -3.378491E-01  8.031326E-01 -5.820506E-01  8.784473E-01
 -2  -5 -5.112035E-01  8.445798E-01 -7.998251E-01  9.076489E-01
 -2  -4 -6.845578E-01  8.860269E-01 -1.017600E+00  9.368504E-01
 -2  -3 -8.579122E-01  9.274741E-01 -1.235374E+00  9.660520E-01
 -2  -2 -1.031267E+00  9.689213E-01 -1.453148E+00  9.952536E-01
 -2  -1 -1.204621E+00  1.010368E+00 -1.670923E+00  1.024455E+00
 -2   0 -1.377975E+00  1.051816E+00 -1.888697E+00  1.053657E+00
 -1 -10  3.281154E-01  7.528748E-01  2.089416E-01  9.176188E-01
 -1  -9  1.547610E-01  7.943220E-01 -8.832838E-03  9.468204E-01
 -1  -8 -1.859336E-02  8.357691E-01 -2.266073E-01  9.760219E-01
 -1  -7 -1.919477E-01  8.772163E-01 -4.443817E-01  1.005224E+00
 -1  -6 -3.653021E-01  9.186635E-01 -6.621562E-01  1.034425E+00
 -1  -5 -5.386565E-01  9.601107E-01 -8.799306E-01  1.063627E+00
 -1  -4 -7.120108E-01  1.001558E+00 -1.097705E+00  1.092828E+00
 -1  -3 -8.853652E-01  1.043005E+00 -1.315480E+00  1.122030E+00
 -1  -2 -1.058720E+00  1.084452E+00 -1.533254E+00  1.151231E+00
 -1  -1 -1.232074E+00  1.125899E+00 -1.751028E+00  1.180433E+00
 -1   0 -1.405428E+00  1.167347E+00 -1.968803E+00  1.209635E+00
  0 -10  3.006624E-01  8.684057E-01  1.288361E-01  1.073597E+00
  0  -9  1.273080E-01  9.098529E-01 -8.893838E-02  1.102798E+00
  0  -8 -4.604637E-02  9.513000E-01 -3.067128E-01  1.132000E+00
  0  -7 -2.194007E-01  9.927472E-01 -5.244873E-01  1.161201E+00
  0  -6 -3.927551E-01  1.034194E+00 -7.422617E-01  1.190403E+00
  0  -5 -5.661095E-01  1.075642E+00 -9.600362E-01  1.219604E+00
  0  -4 -7.394638E-01  1.117089E+00 -1.177811E+00  1.248806E+00
  0  -3 -9.128182E-01  1.158536E+00 -1.395585E+00  1.278008E+00
  0  -2 -1.086173E+00  1.199983E+00 -1.613360E+00  1.307209E+00
  0  -1 -1.259527E+00  1.241430E+00 -1.831134E+00  1.336411E+00
  0   0 -1.432881E+00  1.282877E+00 -2.048908E+00  1.365612E+00
